,Region,Year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+,Dependancy ratio
118,Sub-Saharan Africa,1996,  102 873,  85 865,  73 795,  62 321,  51 548,  43 560,  35 673,  28 723,  23 521,  19 223,  15 784,  12 613,  9 923,  7 486,  5 048,  2 926,  1 385,   481,   114,   18,2,92.44068059
119,Sub-Saharan Africa,1997,  105 236,  87 887,  75 885,  64 414,  52 925,  44 627,  36 733,  29 593,  24 092,  19 670,  16 216,  12 908,  10 142,  7 638,  5 182,  2 999,  1 425,   498,   119,   19,2,92.15249245
120,Sub-Saharan Africa,1998,  107 502,  89 841,  77 916,  66 445,  54 535,  45 726,  37 869,  30 559,  24 722,  20 195,  16 620,  13 217,  10 364,  7 781,  5 313,  3 078,  1 467,   517,   125,   20,2,91.66587456
121,Sub-Saharan Africa,1999,  109 894,  91 783,  79 907,  68 426,  56 363,  46 855,  39 037,  31 577,  25 413,  20 798,  16 972,  13 561,  10 604,  7 929,  5 441,  3 166,  1 511,   539,   132,   22,3,91.11645938
122,Sub-Saharan Africa,2000,  112 464,  93 887,  81 865,  70 360,  58 319,  48 021,  40 188,  32 626,  26 166,  21 396,  17 338,  13 937,  10 857,  8 087,  5 568,  3 264,  1 560,   563,   141,   24,3,90.62963753
123,Sub-Saharan Africa,2001,  115 153,  96 189,  83 784,  72 302,  60 360,  49 285,  41 321,  33 699,  26 991,  21 966,  17 755,  14 339,  11 128,  8 258,  5 698,  3 368,  1 613,   587,   150,   27,3,90.17067926
124,Sub-Saharan Africa,2002,  118 064,  98 530,  85 689,  74 289,  62 428,  50 712,  42 436,  34 776,  27 879,  22 546,  18 201,  14 748,  11 408,  8 449,  5 826,  3 474,  1 666,   611,   159,   29,3,89.7273427
125,Sub-Saharan Africa,2003,  121 176,  100 885,  87 620,  76 289,  64 480,  52 353,  43 531,  35 858,  28 806,  23 155,  18 708,  15 127,  11 698,  8 657,  5 953,  3 577,  1 720,   635,   168,   31,4,89.30348931
126,Sub-Saharan Africa,2004,  124 398,  103 396,  89 608,  78 274,  66 489,  54 195,  44 639,  36 952,  29 762,  23 815,  19 287,  15 461,  12 012,  8 877,  6 084,  3 677,  1 778,   660,   177,   33,4,88.92196067
127,Sub-Saharan Africa,2005,  127 719,  106 053,  91 744,  80 202,  68 427,  56 172,  45 805,  38 043,  30 741,  24 533,  19 861,  15 813,  12 357,  9 111,  6 220,  3 776,  1 840,   685,   186,   35,5,88.62627945
128,Sub-Saharan Africa,2006,  131 142,  108 819,  94 043,  82 089,  70 351,  58 222,  47 071,  39 130,  31 741,  25 313,  20 402,  16 209,  12 721,  9 353,  6 365,  3 874,  1 905,   710,   195,   37,5,88.39390531
129,Sub-Saharan Africa,2007,  134 618,  111 824,  96 377,  83 989,  72 312,  60 283,  48 500,  40 222,  32 766,  26 161,  20 957,  16 634,  13 096,  9 602,  6 526,  3 972,  1 971,   735,   203,   39,5,88.17848769
130,Sub-Saharan Africa,2008,  138 185,  115 045,  98 719,  85 917,  74 277,  62 311,  50 130,  41 315,  33 818,  27 060,  21 550,  17 119,  13 450,  9 861,  6 700,  4 067,  2 036,   758,   209,   40,5,87.97950792
131,Sub-Saharan Africa,2009,  141 764,  118 361,  101 188,  87 881,  76 236,  64 295,  51 951,  42 427,  34 896,  27 994,  22 197,  17 673,  13 767,  10 143,  6 885,  4 166,  2 099,   784,   215,   42,5,87.78447408
132,Sub-Saharan Africa,2010,  145 242,  121 797,  103 824,  90 001,  78 178,  66 250,  53 937,  43 623,  35 997,  28 965,  22 910,  18 231,  14 107,  10 456,  7 083,  4 269,  2 163,   815,   223,   44,6,87.55456903
133,Sub-Saharan Africa,2011,  148 617,  125 364,  106 605,  92 288,  80 081,  68 200,  56 016,  44 939,  37 115,  29 963,  23 688,  18 766,  14 491,  10 792,  7 291,  4 381,  2 227,   848,   232,   47,7,87.29750508
134,Sub-Saharan Africa,2012,  151 887,  129 007,  109 644,  94 596,  81 953,  70 146,  58 085,  46 402,  38 237,  30 983,  24 524,  19 313,  14 900,  11 139,  7 507,  4 505,  2 290,   882,   240,   49,7,87.06316058
135,Sub-Saharan Africa,2013,  154 966,  132 752,  112 946,  96 961,  83 872,  72 106,  60 128,  48 064,  39 365,  32 033,  25 404,  19 893,  15 361,  11 467,  7 734,  4 639,  2 350,   914,   247,   50,8,86.79674072
136,Sub-Saharan Africa,2014,  157 853,  136 497,  116 367,  99 499,  85 841,  74 059,  62 120,  49 912,  40 517,  33 113,  26 315,  20 522,  15 883,  11 760,  7 980,  4 782,  2 411,   944,   256,   51,8,86.43641591
137,Sub-Saharan Africa,2015,  160 656,  140 128,  119 907,  102 223,  87 973,  75 998,  64 090,  51 920,  41 746,  34 216,  27 258,  21 206,  16 401,  12 069,  8 248,  4 932,  2 474,   973,   267,   53,9,85.9824106
138,Sub-Saharan Africa,2016,  163 393,  143 656,  123 566,  105 048,  90 195,  77 832,  66 009,  53 979,  43 057,  35 317,  28 217,  21 942,  16 892,  12 414,  8 534,  5 090,  2 544,  1 004,   279,   56,10,85.52561711
139,Sub-Saharan Africa,2017,  166 120,  147 039,  127 254,  108 080,  92 396,  79 596,  67 893,  56 006,  44 493,  36 413,  29 195,  22 730,  17 396,  12 779,  8 827,  5 254,  2 623,  1 035,   293,   59,10,85.04099298
140,Sub-Saharan Africa,2018,  168 948,  150 178,  130 990,  111 370,  94 710,  81 448,  69 806,  58 014,  46 130,  37 523,  30 213,  23 569,  17 942,  13 195,  9 107,  5 428,  2 711,  1 066,   307,   62,11,84.45456802
141,Sub-Saharan Africa,2019,  171 927,  153 129,  134 711,  114 788,  97 239,  83 385,  71 723,  59 976,  47 951,  38 663,  31 265,  24 441,  18 541,  13 661,  9 360,  5 618,  2 805,  1 098,   319,   64,11,83.79724844
142,Sub-Saharan Africa,2020,  175 016,  156 010,  138 327,  118 349,  99 995,  85 523,  73 646,  61 915,  49 916,  39 864,  32 322,  25 319,  19 156,  14 093,  9 592,  5 801,  2 888,  1 119,   327,   67,12,83.04393696
143,Sub-Saharan Africa,2021,  178 145,  158 822,  141 832,  122 009,  102 883,  87 830,  75 538,  63 840,  51 940,  41 136,  33 356,  26 176,  19 770,  14 449,  9 797,  5 949,  2 942,  1 121,   327,   67,11,82.22272069
144,High-income countries,1950,  73 004,  61 303,  58 748,  56 392,  55 980,  53 890,  43 724,  48 517,  46 411,  42 071,  36 603,  30 818,  26 222,  21 303,  15 574,  9 706,  4 827,  1 765,   426,   65,9,55.9947876
145,High-income countries,1951,  74 481,  61 968,  59 097,  56 524,  56 111,  54 191,  45 340,  47 383,  47 002,  42 554,  37 520,  31 363,  26 626,  21 697,  15 835,  10 039,  4 949,  1 805,   436,   63,8,56.3131114
146,High-income countries,1952,  74 586,  64 048,  59 469,  56 848,  56 129,  54 618,  47 501,  45 659,  47 537,  43 055,  38 442,  32 058,  27 001,  22 100,  16 130,  10 346,  5 098,  1 856,   447,   63,7,56.62283006
147,High-income countries,1953,  74 383,  66 544,  60 150,  57 081,  55 925,  54 878,  50 294,  43 761,  47 909,  43 760,  39 190,  32 983,  27 313,  22 572,  16 474,  10 610,  5 291,  1 906,   461,   65,7,57.04388827
148,High-income countries,1954,  74 477,  68 808,  60 872,  57 420,  55 723,  55 262,  52 528,  42 607,  48 047,  44 610,  39 787,  33 867,  27 725,  23 033,  16 862,  10 862,  5 478,  1 969,   476,   69,7,57.45769267
149,High-income countries,1955,  75 150,  70 994,  61 101,  57 886,  55 537,  55 930,  53 346,  43 165,  47 643,  45 309,  40 429,  34 723,  28 283,  23 431,  17 288,  11 109,  5 684,  2 053,   494,   73,7,57.84411716
150,High-income countries,1956,  75 681,  72 904,  61 859,  58 264,  55 614,  56 217,  53 798,  44 984,  46 522,  45 971,  40 996,  35 590,  28 920,  23 818,  17 679,  11 342,  5 905,  2 119,   512,   77,7,58.2389439
151,High-income countries,1957,  76 132,  73 639,  64 101,  58 649,  55 807,  56 240,  54 365,  47 268,  44 839,  46 568,  41 484,  36 493,  29 657,  24 124,  18 051,  11 592,  6 111,  2 195,   532,   81,7,58.6726453
152,High-income countries,1958,  77 009,  73 543,  66 726,  59 430,  56 135,  56 198,  54 623,  50 079,  42 999,  46 962,  42 174,  37 281,  30 508,  24 385,  18 497,  11 887,  6 303,  2 301,   553,   84,7,59.04753959
153,High-income countries,1959,  77 826,  73 821,  69 031,  60 208,  56 655,  55 934,  55 036,  52 244,  41 921,  47 126,  43 024,  37 940,  31 309,  24 767,  18 956,  12 212,  6 500,  2 411,   580,   88,8,59.45230721
154,High-income countries,1960,  78 480,  74 616,  71 255,  60 428,  57 329,  55 583,  55 703,  52 989,  42 532,  46 715,  43 750,  38 619,  32 074,  25 280,  19 341,  12 540,  6 680,  2 525,   611,   92,8,59.99908448
155,High-income countries,1961,  79 059,  75 181,  73 213,  61 234,  57 861,  55 604,  56 029,  53 469,  44 373,  45 571,  44 448,  39 229,  32 850,  25 869,  19 726,  12 858,  6 856,  2 652,   640,   97,9,60.35833534
156,High-income countries,1962,  79 580,  75 622,  73 907,  63 551,  58 310,  55 896,  56 111,  54 103,  46 651,  43 899,  45 067,  39 808,  33 673,  26 528,  20 051,  13 168,  7 041,  2 759,   670,   101,10,60.24058971
157,High-income countries,1963,  79 994,  76 451,  73 767,  66 193,  59 089,  56 285,  56 132,  54 366,  49 476,  42 054,  45 450,  40 556,  34 373,  27 259,  20 296,  13 497,  7 223,  2 838,   702,   104,10,59.95132084
158,High-income countries,1964,  80 330,  77 284,  74 031,  68 511,  59 849,  56 807,  55 966,  54 793,  51 690,  40 961,  45 607,  41 421,  34 964,  27 957,  20 613,  13 844,  7 440,  2 936,   740,   110,10,59.79537766
159,High-income countries,1965,  80 433,  78 041,  74 897,  70 775,  60 028,  57 473,  55 720,  55 531,  52 491,  41 570,  45 247,  42 137,  35 627,  28 659,  21 030,  14 150,  7 674,  3 045,   784,   118,11,59.78357318
160,High-income countries,1966,  79 960,  78 733,  75 543,  72 830,  60 686,  58 000,  55 806,  55 907,  53 008,  43 407,  44 189,  42 780,  36 246,  29 406,  21 501,  14 450,  7 888,  3 148,   829,   126,12,59.59440286
161,High-income countries,1967,  79 256,  79 321,  76 037,  73 666,  62 841,  58 460,  56 112,  56 011,  53 669,  45 693,  42 618,  43 338,  36 840,  30 220,  22 049,  14 728,  8 116,  3 265,   872,   134,12,59.33158252
162,High-income countries,1968,  78 566,  79 759,  76 933,  73 660,  65 399,  59 255,  56 480,  56 026,  53 953,  48 531,  40 863,  43 663,  37 590,  30 923,  22 658,  14 939,  8 367,  3 379,   906,   142,13,59.12866884
163,High-income countries,1969,  77 765,  80 103,  77 832,  74 052,  67 718,  60 071,  56 978,  55 834,  54 395,  50 753,  39 838,  43 753,  38 439,  31 498,  23 214,  15 162,  8 623,  3 495,   940,   150,14,58.83667264
164,High-income countries,1970,  77 119,  80 242,  78 645,  75 051,  70 154,  60 369,  57 662,  55 600,  55 165,  51 560,  40 521,  43 348,  39 163,  32 121,  23 803,  15 473,  8 854,  3 628,   982,   160,15,58.52107465
165,High-income countries,1971,  77 031,  79 874,  79 359,  75 793,  72 528,  61 258,  58 238,  55 747,  55 607,  52 050,  42 435,  42 281,  39 837,  32 705,  24 451,  15 879,  9 073,  3 756,  1 028,   170,16,58.17866734
166,High-income countries,1972,  77 023,  79 353,  79 941,  76 314,  73 646,  63 687,  58 790,  56 108,  55 790,  52 669,  44 778,  40 716,  40 434,  33 266,  25 145,  16 347,  9 285,  3 888,  1 077,   180,17,57.82650829
167,High-income countries,1973,  76 603,  78 875,  80 450,  77 203,  73 812,  66 435,  59 713,  56 491,  55 878,  52 982,  47 609,  38 993,  40 824,  33 958,  25 774,  16 856,  9 459,  4 038,  1 127,   189,19,57.4351178
168,High-income countries,1974,  76 076,  78 277,  80 918,  78 085,  74 290,  68 850,  60 653,  57 000,  55 722,  53 505,  49 763,  38 058,  40 997,  34 752,  26 301,  17 368,  9 652,  4 194,  1 180,   197,20,57.01538552
169,High-income countries,1975,  75 315,  77 873,  81 120,  78 879,  75 267,  71 274,  60 971,  57 665,  55 456,  54 322,  50 489,  38 824,  40 681,  35 462,  26 839,  17 933,  9 915,  4 338,  1 239,   209,21,56.56867968
170,High-income countries,1976,  74 278,  77 962,  80 732,  79 593,  75 951,  73 475,  61 797,  58 154,  55 535,  54 742,  50 916,  40 743,  39 730,  36 133,  27 348,  18 527,  10 225,  4 470,  1 294,   222,23,56.07762028
171,High-income countries,1977,  73 301,  77 940,  80 229,  80 250,  76 467,  74 401,  64 204,  58 589,  55 827,  54 892,  51 478,  43 059,  38 288,  36 760,  27 892,  19 176,  10 579,  4 608,  1 353,   236,24,55.58547461
172,High-income countries,1978,  72 597,  77 369,  79 828,  80 861,  77 405,  74 437,  66 958,  59 401,  56 162,  54 958,  51 773,  45 831,  36 681,  37 211,  28 573,  19 796,  10 979,  4 746,  1 427,   252,26,55.05741501
173,High-income countries,1979,  72 109,  76 673,  79 288,  81 398,  78 380,  74 846,  69 379,  60 215,  56 653,  54 773,  52 292,  47 916,  35 850,  37 456,  29 359,  20 323,  11 363,  4 905,  1 509,   270,27,54.48463946
174,High-income countries,1980,  71 889,  75 819,  78 908,  81 715,  79 286,  75 897,  71 853,  60 481,  57 317,  54 513,  53 111,  48 605,  36 624,  37 230,  30 070,  20 838,  11 767,  5 094,  1 582,   289,30,53.84459846
175,High-income countries,1981,  71 881,  74 717,  78 989,  81 466,  80 120,  76 714,  74 122,  61 308,  57 852,  54 571,  53 555,  48 998,  38 455,  36 406,  30 719,  21 310,  12 190,  5 304,  1 649,   306,32,53.17699972
176,High-income countries,1982,  71 927,  73 679,  78 928,  81 059,  80 836,  77 354,  75 054,  63 673,  58 320,  54 843,  53 671,  49 565,  40 594,  35 126,  31 354,  21 791,  12 670,  5 541,  1 727,   326,35,52.45961649
177,High-income countries,1983,  71 886,  72 963,  78 326,  80 752,  81 477,  78 427,  75 070,  66 429,  59 090,  55 232,  53 651,  49 895,  43 139,  33 669,  31 842,  22 375,  13 122,  5 793,  1 799,   348,38,51.64486138
178,High-income countries,1984,  71 640,  72 508,  77 611,  80 289,  82 087,  79 430,  75 507,  68 898,  59 855,  55 754,  53 452,  50 382,  45 121,  32 888,  32 148,  23 037,  13 520,  6 029,  1 879,   373,41,50.9663074
179,High-income countries,1985,  71 217,  72 366,  76 719,  79 980,  82 435,  80 266,  76 569,  71 433,  60 067,  56 407,  53 216,  51 138,  45 844,  33 572,  32 040,  23 652,  13 945,  6 278,  1 973,   397,44,50.53636319
180,High-income countries,1986,  70 777,  72 463,  75 612,  80 178,  82 183,  81 032,  77 409,  73 755,  60 919,  56 921,  53 290,  51 556,  46 291,  35 271,  31 380,  24 255,  14 351,  6 541,  2 070,   419,47,50.21372056
181,High-income countries,1987,  70 472,  72 571,  74 629,  80 251,  81 846,  81 707,  78 111,  74 778,  63 363,  57 388,  53 596,  51 682,  46 888,  37 278,  30 326,  24 873,  14 779,  6 853,  2 178,   442,51,49.94716816
182,High-income countries,1988,  70 353,  72 540,  74 001,  79 795,  81 679,  82 282,  79 222,  74 947,  66 191,  58 182,  54 009,  51 695,  47 265,  39 661,  29 136,  25 389,  15 283,  7 162,  2 299,   463,54,49.8087637
183,High-income countries,1989,  70 407,  72 280,  73 658,  79 213,  81 417,  82 799,  80 326,  75 528,  68 815,  58 961,  54 555,  51 553,  47 795,  41 547,  28 556,  25 760,  15 840,  7 435,  2 410,   486,59,49.70000596
184,High-income countries,1990,  70 472,  71 809,  73 557,  78 371,  81 261,  83 116,  81 281,  76 722,  71 455,  59 170,  55 223,  51 411,  48 566,  42 288,  29 276,  25 799,  16 377,  7 738,  2 530,   516,63,49.58301847
185,High-income countries,1991,  70 507,  71 324,  73 721,  77 280,  81 519,  82 970,  82 245,  77 746,  73 844,  60 059,  55 806,  51 587,  49 041,  42 769,  30 899,  25 390,  16 906,  8 038,  2 665,   548,66,49.53535268
186,High-income countries,1992,  70 581,  71 026,  73 953,  76 339,  81 596,  82 829,  83 156,  78 663,  74 928,  62 584,  56 364,  51 979,  49 234,  43 375,  32 787,  24 639,  17 447,  8 358,  2 823,   583,70,49.54250595
187,High-income countries,1993,  70 529,  70 907,  73 975,  75 743,  81 099,  82 825,  83 907,  79 900,  75 073,  65 435,  57 206,  52 451,  49 300,  43 770,  34 954,  23 755,  17 917,  8 719,  2 975,   620,74,49.53389461
188,High-income countries,1994,  70 211,  70 939,  73 705,  75 449,  80 503,  82 669,  84 574,  81 053,  75 579,  68 009,  58 030,  53 029,  49 230,  44 314,  36 660,  23 377,  18 286,  9 106,  3 107,   652,78,49.48795996
189,High-income countries,1995,  69 617,  71 079,  73 257,  75 444,  79 720,  82 592,  84 957,  82 037,  76 705,  70 618,  58 286,  53 728,  49 162,  45 092,  37 368,  24 078,  18 400,  9 487,  3 258,   688,83,49.4088036
190,High-income countries,1996,  68 881,  71 316,  72 833,  75 685,  78 746,  82 920,  84 775,  82 904,  77 630,  72 942,  59 162,  54 298,  49 375,  45 579,  37 849,  25 508,  18 149,  9 861,  3 406,   727,89,49.30102387
191,High-income countries,1997,  68 198,  71 565,  72 537,  75 927,  77 959,  83 117,  84 548,  83 663,  78 403,  73 942,  61 617,  54 787,  49 783,  45 798,  38 447,  27 133,  17 655,  10 249,  3 563,   773,94,49.19015943
192,High-income countries,1998,  67 637,  71 597,  72 429,  75 940,  77 534,  82 797,  84 463,  84 338,  79 554,  74 075,  64 431,  55 573,  50 285,  45 916,  38 879,  28 975,  17 102,  10 598,  3 750,   819,100,49.08194632
193,High-income countries,1999,  67 209,  71 330,  72 502,  75 654,  77 391,  82 352,  84 228,  84 956,  80 663,  74 599,  66 990,  56 367,  50 869,  45 915,  39 449,  30 445,  16 922,  10 872,  3 941,   855,105,48.97987706
194,High-income countries,2000,  66 946,  70 764,  72 674,  75 147,  77 618,  81 719,  84 168,  85 362,  81 655,  75 741,  69 557,  56 634,  51 564,  45 954,  40 221,  31 139,  17 567,  10 985,  4 131,   900,110,48.89205836
195,High-income countries,2001,  66 712,  69 984,  72 898,  74 632,  78 008,  80 872,  84 586,  85 277,  82 565,  76 657,  71 817,  57 488,  52 152,  46 279,  40 742,  31 699,  18 802,  10 905,  4 335,   951,118,48.84409328
196,High-income countries,2002,  66 435,  69 209,  73 083,  74 282,  78 201,  80 195,  84 916,  85 189,  83 379,  77 443,  72 789,  59 875,  52 666,  46 753,  41 058,  32 353,  20 133,  10 688,  4 547,  1 004,127,48.7879829
197,High-income countries,2003,  66 226,  68 566,  73 039,  74 149,  78 135,  79 911,  84 765,  85 275,  84 176,  78 656,  72 913,  62 672,  53 475,  47 285,  41 314,  32 825,  21 585,  10 435,  4 733,  1 062,135,48.69257442
198,High-income countries,2004,  66 062,  68 056,  72 719,  74 224,  77 819,  79 857,  84 447,  85 194,  84 979,  79 866,  73 448,  65 270,  54 309,  47 905,  41 475,  33 407,  22 822,  10 458,  4 909,  1 130,142,48.60185849
199,High-income countries,2005,  65 850,  67 758,  72 189,  74 509,  77 497,  80 143,  83 945,  85 249,  85 528,  80 951,  74 607,  67 887,  54 620,  48 663,  41 651,  34 163,  23 520,  11 027,  5 019,  1 206,152,48.52659305
200,High-income countries,2006,  65 778,  67 583,  71 574,  74 945,  77 426,  80 801,  83 371,  85 785,  85 544,  81 927,  75 564,  70 176,  55 504,  49 332,  42 063,  34 712,  24 093,  11 950,  5 025,  1 285,162,48.448166
201,High-income countries,2007,  66 099,  67 375,  71 026,  75 358,  77 638,  81 569,  83 111,  86 277,  85 549,  82 798,  76 427,  71 166,  57 894,  49 904,  42 608,  35 100,  24 753,  12 906,  4 989,  1 372,175,48.38187883
202,High-income countries,2008,  66 643,  67 201,  70 581,  75 495,  78 029,  82 206,  83 252,  86 287,  85 696,  83 610,  77 677,  71 325,  60 672,  50 740,  43 199,  35 445,  25 302,  13 907,  4 957,  1 452,189,48.40506557
203,High-income countries,2009,  67 142,  67 067,  70 210,  75 257,  78 345,  82 481,  83 568,  86 136,  85 649,  84 404,  78 889,  71 864,  63 216,  51 622,  43 864,  35 722,  25 944,  14 765,  5 069,  1 527,204,48.50994655
204,High-income countries,2010,  67 548,  66 879,  69 933,  74 638,  78 461,  82 276,  83 958,  85 791,  85 766,  84 985,  79 992,  72 987,  65 723,  52 004,  44 662,  36 022,  26 698,  15 310,  5 449,  1 581,221,48.61793442
205,High-income countries,2011,  67 851,  66 858,  69 649,  73 799,  78 546,  81 810,  84 331,  85 289,  86 431,  85 117,  81 023,  73 991,  67 914,  52 908,  45 363,  36 520,  27 263,  15 805,  5 973,  1 603,237,48.86062558
206,High-income countries,2012,  67 963,  67 245,  69 238,  73 005,  78 599,  81 412,  84 612,  84 943,  87 030,  85 261,  81 979,  74 955,  68 867,  55 195,  45 950,  37 109,  27 660,  16 324,  6 459,  1 607,253,49.33460503
207,High-income countries,2013,  67 803,  67 872,  68 845,  72 345,  78 355,  81 186,  84 705,  84 832,  87 100,  85 557,  82 898,  76 254,  69 037,  57 805,  46 785,  37 715,  28 022,  16 746,  6 955,  1 618,270,49.91281651
